label,profile.skewness.7T,profile.skewness.micapni
rh_R_IFJp,0.738135869706795,0.583044781509519
rh_R_IFSa,0.479866654348932,0.511864768130155
rh_R_IFSp,0.421397176609169,0.449779706323116
rh_R_IP0,0.371002779101693,0.337449674678587
rh_R_IP1,0.350325376114134,0.273257545226919
rh_R_IP2,0.462737904667063,0.356346415335526
rh_R_IPS1,0.248099898159511,0.405051285952243
rh_R_Ig,0.593959179145597,0.703207864764177
rh_R_LBelt,0.309391060134081,0.20111313876807
rh_R_LIPd,0.395580603632771,0.324326835499995
rh_R_LIPv,0.122982492120345,0.196352240264933
rh_R_LO1,0.420863480824698,0.43787164328988
rh_R_LO2,0.500156782736851,0.566506322528735
rh_R_LO3,0.430768377606905,0.629635107694156
rh_R_MBelt,0.497412738749037,-0.0263340276258719
rh_R_MI,0.79731998839659,0.84272726699267
rh_R_MIP,0.244902138107122,0.206611255142155
rh_R_MST,0.306614539446086,0.381851122408245
rh_R_MT,0.217252210623665,0.305865916807837
rh_R_OP1,0.676762722063433,0.409794524308598
rh_R_OP2-3,0.596532146817823,0.591479980273192
rh_R_OP4,0.613256613259577,0.502994942458288
rh_R_PBelt,0.301848626199543,0.0542032634537943
rh_R_PCV,0.375157101441606,0.117868892969276
rh_R_PEF,0.490570218546834,0.175551017286606
rh_R_PF,0.469445746867124,0.617562356763047
rh_R_PFcm,0.583584813671925,0.523369880538654
rh_R_PFm,0.46770397560457,0.578939525034725
rh_R_PFop,0.510309324056323,0.698502707243911
rh_R_PFt,0.512797101671279,0.478898569244561
rh_R_PGi,0.607470087763945,0.721060941829064
rh_R_PGp,0.429523157408068,0.677531430679405
rh_R_PGs,0.437374661856041,0.560858884940747
rh_R_PH,0.508014031998351,0.605256907132317
rh_R_PHA1,1.10600451167075,1.15668653649663
rh_R_PHA2,0.864943700481252,1.0237695883945
rh_R_PHA3,0.844922692266143,0.848150234224824
rh_R_PHT,0.608695616118664,0.781536211182704
rh_R_PI,1.30970492280105,0.792577141961993
rh_R_PIT,0.453690646199971,0.532795929170297
rh_R_POS1,0.592864324740082,0.433375460728174
rh_R_POS2,0.281629780927532,0.121003346169177
rh_R_PSL,0.607115006296921,0.546396980960834
rh_R_PoI1,0.65685187168591,0.802584474914685
rh_R_PoI2,0.557358202239348,0.86671057738899
rh_R_ProS,0.664585188875254,0.413323692485462
rh_R_RI,0.603062395422623,0.526922736554511
rh_R_RSC,0.649238555270444,0.509197250686154
rh_R_SCEF,0.513660506259578,0.182477886260991
rh_R_SFL,0.498777144680262,-0.0205707538376179
rh_R_STGa,0.826192846715879,0.660549278147709
rh_R_STSda,0.635226871559991,1.02544112778907
rh_R_STSdp,0.719127945604038,0.91401519477701
rh_R_STSva,0.933186842837248,0.756886714991648
rh_R_STSvp,0.97877291254571,0.778920359818634
rh_R_STV,0.543167861798645,0.582985029627739
rh_R_TA2,1.01300531112591,0.0121917573503571
rh_R_TE1a,0.693919331764913,0.727500102811388
rh_R_TE1m,0.633534989006906,0.791212060335795
rh_R_TE1p,0.582021279638968,0.794439804009633
rh_R_TGd,0.823296682081576,0.75509331933564
rh_R_TPOJ1,0.639145749216905,0.763400102934514
rh_R_TPOJ2,0.497950384412348,0.55392556104382
rh_R_TPOJ3,0.496977555853316,0.669489009624548
rh_R_V1,0.159390006652703,-0.0170425162409574
rh_R_V2,0.307911715000599,0.178669972815372
rh_R_V3,0.285016668980331,0.234327170107225
rh_R_V3A,0.154572255429712,0.152272191007719
rh_R_V3B,0.395860114308804,0.458254087951168
rh_R_V3CD,0.350262419649879,0.562694730007352
rh_R_V4,0.334424597893012,0.3779190974132
rh_R_V4t,0.439708412493654,0.502259604247723
rh_R_V6,0.149702597386295,-0.0503576266772621
rh_R_V6A,0.164121937179392,0.311575149134244
rh_R_V7,0.0529652336311926,0.286789430875624
rh_R_V8,0.413150391247122,0.616009903655332
rh_R_VIP,0.0112260109130928,0.185488913639365
rh_R_VMV1,0.47117600910389,0.563396122616822
rh_R_VMV2,0.587988589802601,0.509256193354567
rh_R_VMV3,0.589584421929502,0.573423810348532
rh_R_VVC,0.68619851744045,0.858314166739164
rh_R_a10p,0.591078750190141,0.595169156949591
rh_R_a24,0.866079591936137,1.0613653644518
rh_R_a24pr,0.840646496076764,0.967894824936026
rh_R_a32pr,0.795439106528501,0.875509788986947
rh_R_a47r,0.525974441220792,0.678076984774549
rh_R_a9-46v,0.433441095373917,0.503848453184288
rh_R_d23ab,0.753750433821384,0.711205676515168
rh_R_d32,0.786165521218887,0.930600662324655
rh_R_i6-8,0.286766574164208,-0.0765063875381924
rh_R_p10p,0.469824825756588,0.532125970790484
rh_R_p24,0.854298459596049,1.14642287501275
rh_R_p24pr,0.813572379723907,1.01466428703729
rh_R_p32,0.847365368359643,0.74116421598066
rh_R_p32pr,0.756524400502088,0.819154244643779
rh_R_p47r,0.54676702324557,0.688646504344146
rh_R_p9-46v,0.281142363463005,0.334452820385793
rh_R_s32,0.842577175625947,0.762167072962332
rh_R_s6-8,0.464897088427198,0.282606511228786
rh_R_v23ab,0.472954824635042,0.657857345630129
