label,profile.cov.7T,profile.cov.micapni
lh_L_p32pr,0.054598361746354,0.0668285325847991
lh_L_p47r,0.0536549057893078,0.0920523285296161
lh_L_p9-46v,0.0542038658963452,0.0871747131048466
lh_L_s32,0.0449653886440725,0.0604414663558705
lh_L_s6-8,0.0558333447324119,0.0836996571705024
lh_L_v23ab,0.0444350842014347,0.0645474451458714
rh_R_1,0.0743769911791369,0.100176859881949
rh_R_10d,0.0525700928387028,0.0786253998971804
rh_R_10r,0.0537807070537276,0.0830184563367712
rh_R_10v,0.050350408081135,0.0748480847298624
rh_R_11l,0.054109408743881,0.0823260160102994
rh_R_13l,0.0496351101085917,0.0872637884940287
rh_R_2,0.066011612674467,0.0991121785331859
rh_R_23c,0.0499200367291245,0.0801652617743559
rh_R_23d,0.0474927195010848,0.0659863378716228
rh_R_24dd,0.0547732291864235,0.0894184013615837
rh_R_24dv,0.0538974671588085,0.0778451580895315
rh_R_31a,0.0476173113723683,0.0733652695459632
rh_R_31pd,0.0546502467138787,0.0792521805336489
rh_R_31pv,0.0496762917539174,0.0813274956952288
rh_R_33pr,0.059955441757183,0.0667108430665551
rh_R_3a,0.0651291382712781,0.10292935226989
rh_R_3b,0.0842676849550084,0.118709097623126
rh_R_4,0.0589073533264036,0.0984297421871308
rh_R_43,0.0469938047529988,0.0793448230728185
rh_R_44,0.0420507209790162,0.0782673290727724
rh_R_45,0.0443271045545331,0.0781760347721792
rh_R_46,0.0534571530948359,0.083488928171208
rh_R_47l,0.0440850224417454,0.06749913747095
rh_R_47m,0.0474866666763108,0.0855300793659743
rh_R_47s,0.0344103248749569,0.0550263565217128
rh_R_52,0.0445958467074827,0.0768926485646254
rh_R_55b,0.0540783738071353,0.0843173492270183
rh_R_5L,0.0671487052578566,0.0969401226850725
rh_R_5m,0.0664767531072185,0.100947390774257
rh_R_5mv,0.060783274633203,0.0858364468393325
rh_R_6a,0.0571432274327265,0.0905755488555388
rh_R_6d,0.0630011375480001,0.0955112513311744
rh_R_6ma,0.0583995064956731,0.0859022356223407
rh_R_6mp,0.0603565483814975,0.0945250599858165
rh_R_6r,0.0443309072159532,0.0853850926874562
rh_R_6v,0.0554946873906981,0.082550245074994
rh_R_7AL,0.0658553128340991,0.093831423016341
rh_R_7Am,0.0601189335505693,0.087816552759398
rh_R_7PC,0.0661015104193891,0.0937508911510388
rh_R_7PL,0.0618294013485028,0.0908928981397005
rh_R_7Pm,0.058168087809658,0.0863057320147749
rh_R_7m,0.0518597864633083,0.0781954230848912
rh_R_8Ad,0.0560614639826064,0.0874861114429884
rh_R_8Av,0.0539477861320333,0.0845420431700316
rh_R_8BL,0.051627531863632,0.079103115805411
rh_R_8BM,0.0545776786451793,0.0785375925647339
rh_R_8C,0.0537138486212002,0.0856327762848922
rh_R_9-46d,0.054982377015808,0.0869828944480666
rh_R_9a,0.0548640500465444,0.0850986566413119
rh_R_9m,0.0510470200170677,0.077126298157629
rh_R_9p,0.0536315910112346,0.0843640312308266
rh_R_A1,0.0446766256095266,0.0875425494817807
rh_R_A4,0.0480918928125377,0.0794065758584877
rh_R_A5,0.0468020707614458,0.0756033350772513
rh_R_AAIC,0.0311757830055714,0.0578267541764235
rh_R_AIP,0.0579539507021617,0.0887153407687403
rh_R_AVI,0.0373250709372439,0.0580836575702382
rh_R_DVT,0.0591227985364289,0.0876405922857519
rh_R_FEF,0.0558160094111738,0.0888868530457185
rh_R_FFC,0.0472880205916633,0.0748989962732952
rh_R_FOP1,0.0387791303688446,0.0661143859801175
rh_R_FOP2,0.0478358301743631,0.0720458145707522
rh_R_FOP3,0.0500142971929489,0.0707664123451204
rh_R_FOP4,0.0426958662249304,0.06635943941865
rh_R_FOP5,0.0419181573494216,0.0699971625415709
rh_R_FST,0.0535161638083802,0.0865139939493173
rh_R_IFJa,0.0490284144702992,0.0847430953881224
rh_R_IFJp,0.0497168114177306,0.0894662735831097
rh_R_IFSa,0.0513304655287002,0.0875033023762525
rh_R_IFSp,0.052337425502152,0.0845140442596028
rh_R_IP0,0.0623689246790987,0.0840421513860972
rh_R_IP1,0.0585351505243542,0.0871720150444082
rh_R_IP2,0.0560672169752976,0.0883744296818175
rh_R_IPS1,0.0665188442092077,0.0943626173977278
rh_R_Ig,0.0444596014902821,0.0661834287616788
rh_R_LBelt,0.0520285447270194,0.0845944352308837
rh_R_LIPd,0.0605061334307073,0.0903732871324932
rh_R_LIPv,0.0678238105100895,0.0936066142806277
rh_R_LO1,0.0624645419377017,0.0934512636510111
rh_R_LO2,0.0535890861231636,0.0822703752960168
rh_R_LO3,0.0584291754314856,0.089837711285751
rh_R_MBelt,0.0426052075437972,0.0746069512749558
rh_R_MI,0.0352601797444959,0.051742650875865
rh_R_MIP,0.0635821289465637,0.0905235901290575
rh_R_MST,0.0606888417464693,0.083599866239062
rh_R_MT,0.0588483798547566,0.0870048131234359
rh_R_OP1,0.0430682028950266,0.0748800968009262
rh_R_OP2-3,0.0497524734846002,0.0733891247495596
rh_R_OP4,0.0455296673786662,0.075474759813627
rh_R_PBelt,0.0490072238315987,0.0891257990452205
rh_R_PCV,0.0547642415576221,0.0840508795824257
rh_R_PEF,0.0513802434939578,0.0890828425855827
rh_R_PF,0.0490562420590709,0.081827282495417
rh_R_PFcm,0.0471257670345074,0.0797561251100509
rh_R_PFm,0.0510791435604547,0.0826429723214145
rh_R_PFop,0.0472257774886246,0.0838988893323206
rh_R_PFt,0.0516361906762015,0.089014316589773
rh_R_PGi,0.0498887617909625,0.0821498888671409
rh_R_PGp,0.0511366967594342,0.0825827371426474
rh_R_PGs,0.051052585411756,0.0823797383992494
rh_R_PH,0.0502846762417622,0.0763953639997443
rh_R_PHA1,0.0342272152593156,0.0647834038392083
rh_R_PHA2,0.0435214070326075,0.0790077500544805
rh_R_PHA3,0.0476331709390871,0.0718100262373592
rh_R_PHT,0.0454564502219457,0.0761754467401847
rh_R_PI,0.0374144831364959,0.065313673805534
rh_R_PIT,0.0523375465374141,0.0781582586784524
rh_R_POS1,0.0421970664668566,0.0699160642184691
rh_R_POS2,0.0574227156479417,0.0853524468834718
rh_R_PSL,0.0432281934458231,0.0816076433482852
rh_R_PoI1,0.0443347585143028,0.0557217071599039
rh_R_PoI2,0.0354329622481012,0.0506939295854421
rh_R_ProS,0.0441884011209849,0.0755743117727167
rh_R_RI,0.0440797744946898,0.080824621575535
rh_R_RSC,0.0391624500741119,0.0591859071836564
rh_R_SCEF,0.0566908847793937,0.0850721545781014
rh_R_SFL,0.0566347549510568,0.0802325008069304
rh_R_STGa,0.0341295681085837,0.0631274072995661
rh_R_STSda,0.0448336155178683,0.0821437637621485
rh_R_STSdp,0.0473465587358059,0.0818099818465995
rh_R_STSva,0.0426397425342685,0.0811061337978469
rh_R_STSvp,0.0378372763120931,0.0782481868230175
rh_R_STV,0.0472444483719375,0.0779358599294565
rh_R_TA2,0.0348028761734175,0.0611963408094364
rh_R_TE1a,0.0416558152811633,0.0709186883980384
rh_R_TE1m,0.0441653264134111,0.0766540047903235
rh_R_TE1p,0.0444939972075742,0.0748938558563273
rh_R_TGd,0.0397657544505577,0.0576869806567324
rh_R_TPOJ1,0.0457433089414292,0.0788179492224499
rh_R_TPOJ2,0.0510562368823232,0.0826074414262944
rh_R_TPOJ3,0.0545536040950896,0.0910621039292398
rh_R_V1,0.0528090933420032,0.0840489943514006
rh_R_V2,0.0536444303561768,0.0884307382765155
rh_R_V3,0.0582803326117509,0.0895754723880737
rh_R_V3A,0.0664302458562929,0.094988919739794
rh_R_V3B,0.0626937271615531,0.100931724508052
rh_R_V3CD,0.0594828516907497,0.0835458223934005
rh_R_V4,0.0575138564813239,0.087339671068778
rh_R_V4t,0.0531238796040649,0.0861180909845089
rh_R_V6,0.0655084499864901,0.0985366526205897
rh_R_V6A,0.060773053571005,0.0871351877801136
rh_R_V7,0.0709617656166521,0.0934252363991815
rh_R_V8,0.0520066916066982,0.0780433590914073
rh_R_VIP,0.0652738166191284,0.0951316892856587
rh_R_VMV1,0.0436929219598791,0.0778819808434461
rh_R_VMV2,0.0490714807612204,0.0813530960967366
rh_R_VMV3,0.0494154947194457,0.0750486354965398
rh_R_VVC,0.0390052459266228,0.068300483446495
rh_R_a10p,0.0561746765994948,0.0857565716214001
rh_R_a24,0.0491900107951604,0.073754875243406
rh_R_a24pr,0.0524910473678027,0.0714673037768845
rh_R_a32pr,0.0547664021562735,0.0842717171541339
rh_R_a47r,0.0529785252686241,0.0779963472454156
rh_R_a9-46v,0.0544461748270369,0.0808335806235301
rh_R_d23ab,0.0450712060503593,0.0719181922609333
rh_R_d32,0.0528607994985499,0.0821114591580646
rh_R_i6-8,0.0554168262372467,0.0876443131398169
rh_R_p10p,0.0577484314140817,0.0856287764778209
rh_R_p24,0.0490095160842664,0.0559051000483078
rh_R_p24pr,0.0525652122682825,0.0720618776215437
rh_R_p32,0.0513509915969067,0.0837715501307509
rh_R_p32pr,0.0548670665868861,0.0800206057001418
rh_R_p47r,0.0512196482403185,0.089620432025816
rh_R_p9-46v,0.0545506985579037,0.0836469967284879
rh_R_s32,0.0460771369250491,0.0878216664407802
rh_R_s6-8,0.0553528510519876,0.084272235913432
rh_R_v23ab,0.0457541247567516,0.0740033163626867
